6.84,"[7.16 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.12
 7.1  7.1  7.1  7.1  7.1  7.1  7.1  7.1  7.1 ]"
6.84,"[7.16 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.14 7.12
 7.1  7.1  7.1  7.1  7.1  7.1  7.1  7.1  7.1 ]"
-2.44,"[-4.32 -2.49 -2.5  -2.5  -2.53 -2.59 -4.38 -4.42 -4.5  -4.6  -4.62 -4.72
 -4.72 -2.44 -2.01 -2.01 -2.35 -2.36 -2.45 -2.53 -2.54 -3.44 -3.44]"
1.27,"[0.7  1.73 1.73 1.73 1.73 1.45 1.   1.   1.   1.3  1.3  1.   1.   1.45
 1.73 1.73 1.73 1.55 1.73 1.73 1.73 1.73 1.73]"
