1.9,"[2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01
 2.01 2.01 2.01 2.01 2.   2.   2.   2.   2.  ]"
6.13,"[6.32 6.32 6.32 6.41 6.43 6.29 6.29 6.25 6.25 6.5  6.29 6.41 6.41 6.29
 6.46 6.3  6.46 6.34 6.38 6.38 6.43 6.41 6.39]"
0.84,"[0.93 0.93 0.93 0.91 0.9  0.94 0.94 0.95 0.95 0.88 0.94 0.91 0.91 0.94
 0.89 0.93 0.89 0.92 0.91 0.91 0.9  0.9  0.91]"
1.76,"[1.75 2.   1.58 1.75 1.83 2.   1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.75
 1.75 1.75 1.75 2.   1.92 1.92 2.   1.83 1.75]"
