1.96,"[2.07 2.07 2.07 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06
 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06]"
6.25,"[6.55 6.55 6.47 6.42 6.42 6.4  6.4  6.4  6.4  6.53 6.49 6.53 6.4  6.4
 6.44 6.53 6.53 6.44 6.42 6.42 6.42 6.42 6.49]"
0.89,"[0.95 0.95 0.96 0.97 0.97 0.98 0.98 0.98 0.98 0.95 0.95 0.94 0.98 0.98
 0.97 0.94 0.94 0.97 0.97 0.97 0.97 0.97 0.95]"
0.74,"[0.75 0.75 0.75 0.88 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
 0.75 0.75 0.75 0.75 0.88 0.88 0.75 0.75 0.75]"
